panelist_id,age_band,region,category,months_on_glp1,pre_glp1_size,post_glp1_size
P02617,65+,Midwest,mens_bottoms,23,M,XS
P02618,45-54,Northeast,womens_bottoms,14,L,M
P02619,35-44,Southwest,womens_dresses,16,XS,XS
P02620,45-54,Northeast,womens_tops,14,L,M
P02621,55-64,Midwest,womens_bottoms,17,M,XS
P02622,45-54,Southwest,womens_bottoms,13,XL,XL
P02623,55-64,Southeast,mens_bottoms,24,XL,L
P02624,25-34,Midwest,womens_bottoms,11,XL,XL
P02625,35-44,Southeast,mens_bottoms,16,XL,L
P02626,45-54,Midwest,womens_bottoms,8,M,XS
P02627,55-64,Northeast,womens_tops,6,2X,2X
P02628,35-44,Southwest,womens_dresses,6,L,S
P02629,25-34,Southeast,womens_tops,20,XL,XL
P02630,65+,Midwest,womens_dresses,24,1X,L
P02631,45-54,Northeast,womens_bottoms,21,M,XS
P02632,55-64,Southwest,mens_tops,5,1X,XL
P02633,45-54,Midwest,womens_dresses,7,1X,1X
P02634,45-54,West,womens_bottoms,16,XL,XL
P02635,45-54,Midwest,womens_dresses,17,L,M
P02636,65+,Southeast,womens_dresses,5,XL,XL
P02637,55-64,Midwest,womens_dresses,18,S,S
P02638,25-34,West,mens_bottoms,9,1X,XL
P02639,55-64,Southwest,womens_bottoms,24,1X,XL
P02640,65+,Midwest,womens_dresses,11,3X+,2X
P02641,25-34,West,mens_tops,15,XL,L
P02642,45-54,Northeast,womens_dresses,17,XL,XL
P02643,35-44,Northeast,mens_tops,11,M,S
P02644,25-34,Northeast,womens_dresses,10,XL,L
P02645,25-34,Southwest,womens_dresses,16,XL,L
P02646,25-34,Northeast,womens_tops,14,1X,L
P02647,25-34,Southeast,womens_dresses,15,L,S
P02648,45-54,West,mens_tops,12,L,L
P02649,45-54,Southeast,womens_bottoms,10,M,XS
P02650,65+,West,mens_tops,7,XL,L
P02651,25-34,Midwest,womens_tops,24,L,S
P02652,65+,West,womens_tops,6,XL,L
P02653,45-54,Southeast,womens_dresses,18,2X,1X
P02654,55-64,Southwest,womens_tops,24,XL,XS
P02655,45-54,Southeast,mens_bottoms,3,3X+,2X
P02656,65+,Midwest,womens_dresses,18,1X,XL
P02657,35-44,Northeast,womens_tops,13,L,S
P02658,45-54,Southwest,womens_tops,11,L,M
P02659,55-64,Southeast,womens_bottoms,22,S,XS
P02660,65+,Midwest,mens_tops,13,2X,1X
P02661,65+,Midwest,womens_bottoms,16,XL,M
P02662,55-64,Northeast,womens_dresses,9,1X,1X
P02663,45-54,West,mens_bottoms,10,S,XS
P02664,35-44,Southwest,womens_dresses,17,XL,M
P02665,35-44,Southeast,womens_tops,16,2X,M
P02666,65+,West,mens_bottoms,9,XL,M
P02667,35-44,West,womens_bottoms,10,XL,M
P02668,25-34,Southwest,womens_tops,15,2X,2X
P02669,45-54,Southwest,mens_bottoms,10,1X,XL
P02670,45-54,Southwest,womens_bottoms,7,3X+,3X+
P02671,65+,Southeast,womens_tops,5,L,L
P02672,55-64,Northeast,womens_tops,6,M,M
P02673,35-44,Southwest,womens_dresses,7,L,L
P02674,35-44,Southeast,womens_tops,22,XL,M
P02675,35-44,Northeast,mens_bottoms,22,2X,1X
P02676,55-64,Midwest,mens_bottoms,24,L,M
P02677,45-54,Southwest,mens_bottoms,4,L,L
P02678,65+,Southwest,womens_tops,16,XL,L
P02679,65+,Northeast,mens_bottoms,6,2X,1X
P02680,55-64,Midwest,mens_bottoms,3,1X,1X
P02681,65+,Southeast,mens_tops,18,1X,XL
P02682,65+,Southwest,womens_dresses,4,1X,1X
P02683,55-64,Northeast,womens_bottoms,6,2X,2X
P02684,25-34,Midwest,womens_dresses,10,XL,XL
P02685,45-54,Midwest,womens_bottoms,11,XL,L
P02686,25-34,Northeast,womens_dresses,10,3X+,2X
P02687,65+,Southeast,mens_tops,17,L,L
P02688,55-64,Southwest,mens_bottoms,9,1X,XL
P02689,65+,West,womens_bottoms,11,1X,1X
P02690,35-44,West,mens_tops,7,XL,M
P02691,35-44,Northeast,womens_tops,23,2X,2X
P02692,25-34,Southeast,womens_tops,24,XL,S
P02693,55-64,Northeast,womens_bottoms,17,1X,XL
P02694,25-34,Southwest,mens_bottoms,4,2X,1X
P02695,35-44,West,womens_bottoms,11,2X,XL
P02696,55-64,West,womens_bottoms,8,1X,1X
P02697,35-44,Northeast,womens_tops,15,M,M
P02698,25-34,Southeast,womens_bottoms,17,1X,L
P02699,55-64,Southwest,mens_bottoms,9,S,S
P02700,35-44,West,mens_bottoms,10,XL,XL
P02701,65+,Midwest,womens_tops,23,L,M
P02702,55-64,Northeast,womens_tops,22,XL,L
P02703,45-54,Southeast,mens_bottoms,20,L,M
P02704,55-64,West,womens_tops,17,XL,XL
P02705,35-44,Southeast,mens_bottoms,5,M,S
P02706,65+,Northeast,womens_dresses,9,XL,M
P02707,25-34,Southwest,mens_tops,3,XL,L
P02708,35-44,West,womens_dresses,19,1X,XL
P02709,45-54,West,womens_bottoms,8,1X,L
P02710,65+,Southeast,womens_bottoms,7,1X,1X
P02711,65+,Northeast,mens_tops,24,XL,M
P02712,25-34,Midwest,womens_bottoms,22,L,S
P02713,25-34,Southeast,womens_dresses,6,L,S
P02714,35-44,Northeast,womens_tops,24,L,M
P02715,45-54,Midwest,womens_bottoms,22,1X,1X
P02716,65+,Northeast,mens_bottoms,8,L,M
P02717,55-64,Southwest,mens_bottoms,22,L,M
P02718,25-34,Midwest,womens_dresses,14,L,S
P02719,25-34,Northeast,womens_dresses,17,S,XS
P02720,25-34,Southeast,womens_tops,16,XL,M
P02721,35-44,Northeast,womens_bottoms,3,1X,1X
P02722,65+,Southeast,womens_tops,8,1X,XL
P02723,35-44,Southeast,mens_bottoms,10,2X,1X
P02724,65+,Southwest,womens_tops,18,L,S
P02725,55-64,Southeast,womens_bottoms,20,M,S
P02726,25-34,Southeast,womens_dresses,16,M,M
P02727,45-54,Southwest,womens_tops,18,1X,1X
P02728,25-34,West,womens_tops,6,1X,XL
P02729,65+,Southwest,womens_dresses,19,XL,XL
P02730,55-64,Southeast,womens_dresses,19,L,L
P02731,65+,Southwest,womens_tops,15,1X,XL
P02732,65+,Northeast,womens_bottoms,6,L,L
P02733,55-64,West,mens_bottoms,21,S,XS
P02734,55-64,Southeast,mens_tops,8,1X,XL
P02735,45-54,Southwest,mens_tops,15,M,S
P02736,25-34,Southwest,womens_dresses,4,2X,2X
P02737,55-64,Northeast,womens_tops,22,M,S
P02738,25-34,Southwest,womens_tops,19,M,XS
P02739,45-54,Northeast,mens_bottoms,6,3X+,1X
P02740,65+,Southeast,womens_tops,6,L,L
P02741,45-54,Northeast,womens_tops,3,S,S
P02742,25-34,Southwest,mens_tops,14,3X+,2X
P02743,35-44,Midwest,womens_tops,4,S,XS
P02744,65+,Midwest,womens_dresses,18,3X+,2X
P02745,35-44,Northeast,womens_bottoms,15,M,XS
P02746,45-54,Northeast,womens_tops,19,M,S
P02747,25-34,West,mens_bottoms,6,3X+,2X
P02748,35-44,Northeast,mens_bottoms,8,XL,L
P02749,55-64,Midwest,mens_bottoms,6,1X,XL
P02750,65+,Southwest,mens_tops,3,L,L
P02751,25-34,Southeast,womens_tops,24,XL,XL
P02752,35-44,Southwest,womens_bottoms,23,XL,L
P02753,55-64,Midwest,womens_tops,21,2X,2X
P02754,55-64,Southwest,womens_tops,8,L,M
P02755,55-64,Southwest,mens_tops,17,L,M
P02756,55-64,Southwest,womens_dresses,7,L,S
P02757,65+,Midwest,mens_tops,18,L,S
P02758,35-44,Southwest,womens_bottoms,23,M,M
P02759,25-34,West,womens_bottoms,11,M,M
P02760,35-44,Midwest,womens_tops,6,2X,2X
P02761,65+,Southeast,womens_tops,23,2X,2X
P02762,55-64,Midwest,mens_tops,18,L,M
P02763,25-34,Midwest,mens_bottoms,20,1X,1X
P02764,25-34,Northeast,womens_bottoms,11,1X,XL
P02765,25-34,West,mens_tops,6,2X,1X
P02766,65+,Northeast,womens_dresses,20,1X,XL
P02767,25-34,Northeast,womens_dresses,16,1X,L
P02768,55-64,Southeast,womens_dresses,19,1X,L
P02769,35-44,West,womens_dresses,22,S,XS
P02770,35-44,Southeast,mens_bottoms,17,1X,1X
P02771,35-44,Southeast,womens_dresses,4,2X,1X
P02772,35-44,Southeast,womens_bottoms,3,M,M
P02773,45-54,Midwest,womens_dresses,14,3X+,3X+
P02774,65+,Midwest,mens_bottoms,23,L,S
P02775,55-64,West,womens_tops,7,S,S
P02776,55-64,Midwest,womens_tops,4,M,M
P02777,25-34,Southwest,mens_tops,11,L,M
P02778,65+,Northeast,mens_bottoms,8,2X,2X
P02779,25-34,Southwest,mens_bottoms,13,3X+,3X+
P02780,45-54,Northeast,mens_bottoms,8,3X+,2X
P02781,45-54,Midwest,mens_tops,13,XS,XS
P02782,55-64,West,womens_bottoms,23,1X,L
P02783,45-54,West,womens_dresses,13,M,S
P02784,65+,Midwest,womens_tops,22,L,S
P02785,55-64,West,womens_dresses,4,2X,1X
P02786,25-34,Northeast,mens_bottoms,15,M,S
P02787,35-44,Midwest,womens_dresses,23,1X,XL
P02788,55-64,Midwest,mens_tops,24,3X+,1X
P02789,25-34,Southwest,womens_tops,3,1X,XL
P02790,65+,Southeast,mens_bottoms,7,XL,L
P02791,55-64,Northeast,womens_tops,10,XL,M
P02792,55-64,Midwest,womens_tops,13,3X+,2X
P02793,35-44,Southeast,mens_tops,24,XL,L
P02794,65+,West,womens_tops,19,XL,XL
P02795,45-54,Northeast,womens_dresses,15,L,M
P02796,25-34,Southwest,mens_tops,15,XL,M
P02797,35-44,Southeast,womens_tops,22,M,XS
P02798,55-64,Southwest,womens_dresses,10,XL,M
P02799,55-64,Southwest,womens_tops,16,1X,L
P02800,25-34,West,womens_tops,12,XL,XL
P02801,55-64,Midwest,womens_tops,8,L,S
P02802,55-64,Northeast,womens_tops,13,1X,1X
P02803,45-54,Southeast,womens_tops,9,XL,XL
P02804,25-34,Midwest,womens_bottoms,5,2X,2X
P02805,35-44,West,mens_bottoms,8,3X+,3X+
P02806,65+,Southwest,womens_tops,15,XL,M
P02807,65+,Southeast,womens_bottoms,23,1X,1X
P02808,45-54,West,womens_dresses,7,3X+,2X
P02809,65+,Southwest,womens_bottoms,21,3X+,XL
P02810,55-64,Northeast,womens_bottoms,21,L,S
P02811,65+,Northeast,mens_bottoms,20,S,S
P02812,45-54,Midwest,mens_tops,14,L,S
P02813,55-64,Southwest,womens_bottoms,9,M,M
P02814,25-34,Southeast,womens_tops,23,L,S
P02815,65+,Northeast,womens_tops,3,L,M
P02816,25-34,Southwest,womens_bottoms,23,M,M
P02817,65+,West,womens_tops,20,XL,M
P02818,35-44,Northeast,womens_tops,15,2X,L
P02819,25-34,Northeast,womens_tops,22,M,XS
P02820,25-34,Southeast,womens_bottoms,15,1X,1X
P02821,45-54,Southwest,mens_bottoms,14,XL,S
P02822,55-64,Midwest,womens_tops,23,M,XS
P02823,45-54,Northeast,womens_dresses,19,1X,XL
P02824,25-34,Southeast,womens_tops,14,XS,XS
P02825,35-44,Southeast,mens_tops,14,L,M
P02826,35-44,Midwest,mens_tops,6,L,S
P02827,35-44,Southwest,mens_tops,18,3X+,1X
P02828,25-34,Midwest,mens_bottoms,24,XL,L
P02829,55-64,Northeast,womens_bottoms,18,M,XS
P02830,35-44,Southeast,womens_tops,19,2X,1X
P02831,25-34,West,mens_tops,6,1X,XL
P02832,65+,Southeast,womens_dresses,22,S,XS
P02833,25-34,West,mens_bottoms,24,3X+,XL
P02834,35-44,Northeast,mens_bottoms,24,S,XS
P02835,45-54,Southwest,mens_bottoms,7,L,S
P02836,25-34,Midwest,womens_dresses,6,1X,XL
P02837,55-64,West,womens_tops,18,L,M
P02838,25-34,Northeast,mens_tops,3,S,S
P02839,65+,West,womens_dresses,17,XL,L
P02840,35-44,Northeast,mens_bottoms,7,1X,1X
P02841,35-44,Southeast,womens_dresses,15,3X+,1X
P02842,45-54,Northeast,womens_tops,4,3X+,3X+
P02843,25-34,Northeast,womens_dresses,11,1X,L
P02844,25-34,Southwest,mens_bottoms,11,XL,XL
P02845,25-34,Northeast,womens_dresses,20,L,M
P02846,65+,Southwest,mens_bottoms,4,3X+,3X+
P02847,35-44,Southeast,womens_dresses,7,XL,XL
P02848,65+,Southwest,womens_tops,4,L,L
P02849,25-34,Midwest,womens_tops,24,2X,XL
P02850,45-54,Northeast,womens_tops,23,XL,XL
P02851,35-44,West,mens_bottoms,22,XL,XS
P02852,25-34,Midwest,womens_bottoms,21,L,S
P02853,45-54,Midwest,womens_tops,15,L,S
P02854,35-44,Southwest,mens_tops,7,1X,L
P02855,65+,Northeast,womens_bottoms,16,XL,M
P02856,65+,Southeast,mens_tops,8,M,XS
P02857,55-64,Southeast,mens_tops,18,L,M
P02858,65+,Northeast,mens_tops,6,XL,XL
P02859,25-34,Southwest,mens_tops,21,M,M
P02860,35-44,Northeast,womens_bottoms,24,XL,XL
P02861,25-34,Southwest,womens_dresses,19,2X,1X
P02862,35-44,Southeast,mens_tops,12,2X,1X
P02863,65+,Midwest,womens_tops,17,M,S
P02864,45-54,Midwest,mens_bottoms,13,XL,XL
P02865,45-54,Southwest,womens_tops,16,S,XS
P02866,45-54,Southeast,womens_bottoms,4,2X,1X
P02867,35-44,Midwest,mens_bottoms,11,XL,M
P02868,65+,Midwest,womens_dresses,19,M,S
P02869,65+,West,womens_bottoms,7,1X,XL
P02870,35-44,Southwest,mens_tops,4,XL,XL
P02871,55-64,Southwest,mens_tops,21,M,XS
P02872,65+,Southwest,womens_tops,17,XL,XL
P02873,25-34,Southeast,womens_dresses,22,S,XS
P02874,35-44,West,mens_tops,12,XL,L
P02875,25-34,West,mens_bottoms,24,S,XS
P02876,35-44,Southeast,mens_bottoms,20,2X,XL
P02877,65+,West,mens_tops,6,S,XS
P02878,55-64,Southeast,mens_tops,19,M,M
P02879,35-44,Midwest,womens_bottoms,9,2X,XL
P02880,65+,Southwest,womens_bottoms,21,1X,XL
P02881,25-34,West,womens_dresses,20,L,XS
P02882,55-64,Southwest,womens_tops,19,M,S
P02883,25-34,West,womens_dresses,22,2X,1X
P02884,45-54,Midwest,womens_bottoms,6,2X,1X
P02885,45-54,Southwest,womens_bottoms,17,2X,2X
P02886,55-64,Southwest,womens_dresses,5,S,XS
P02887,65+,Southwest,mens_bottoms,3,1X,L
P02888,25-34,Midwest,womens_bottoms,17,3X+,3X+
P02889,55-64,Northeast,womens_tops,17,2X,1X
P02890,65+,Southwest,mens_bottoms,14,L,M
P02891,45-54,Southeast,womens_bottoms,13,1X,M
P02892,25-34,Southeast,mens_tops,5,3X+,1X
P02893,45-54,Midwest,mens_bottoms,13,M,S
P02894,25-34,West,mens_bottoms,12,S,XS
P02895,55-64,West,womens_dresses,14,2X,XL
P02896,55-64,Midwest,mens_bottoms,17,L,M
P02897,25-34,Midwest,mens_tops,8,XS,XS
P02898,25-34,Southeast,mens_bottoms,4,3X+,3X+
P02899,45-54,Southwest,womens_bottoms,20,1X,L
P02900,65+,Southwest,mens_bottoms,15,3X+,1X
P02901,45-54,Midwest,womens_tops,4,M,XS
P02902,65+,Southwest,womens_dresses,17,L,XS
P02903,45-54,Northeast,womens_tops,21,1X,XL
P02904,35-44,Midwest,womens_bottoms,10,M,S
P02905,55-64,Southwest,mens_bottoms,15,2X,1X
P02906,55-64,Midwest,mens_bottoms,22,L,S
P02907,65+,West,mens_tops,7,L,M
P02908,25-34,Southwest,womens_bottoms,20,XS,XS
P02909,35-44,Northeast,womens_tops,14,3X+,2X
P02910,45-54,Southeast,mens_tops,16,2X,XL
P02911,35-44,Northeast,womens_dresses,16,M,M
P02912,55-64,Southeast,mens_bottoms,8,XL,M
P02913,55-64,Midwest,mens_bottoms,17,L,M
P02914,35-44,Southeast,womens_bottoms,7,L,M
P02915,25-34,Midwest,womens_dresses,4,M,XS
P02916,35-44,West,womens_tops,15,L,L
P02917,25-34,Southeast,mens_bottoms,3,L,M
P02918,45-54,West,mens_tops,8,1X,XL
P02919,65+,West,mens_tops,14,L,S
P02920,55-64,Southeast,mens_bottoms,3,L,L
P02921,35-44,Northeast,womens_bottoms,17,1X,XL
P02922,55-64,Northeast,mens_tops,23,XL,M
P02923,55-64,West,womens_bottoms,15,2X,1X
P02924,25-34,Midwest,mens_bottoms,5,1X,1X
P02925,25-34,West,mens_bottoms,4,XL,L
P02926,45-54,West,womens_tops,14,L,L
P02927,35-44,West,mens_bottoms,22,XL,L
P02928,65+,Northeast,womens_tops,13,S,XS
P02929,65+,Northeast,mens_bottoms,11,L,M
P02930,55-64,Southeast,mens_tops,16,L,L
P02931,35-44,Southwest,womens_tops,9,L,L
P02932,65+,Northeast,womens_bottoms,4,1X,1X
P02933,45-54,West,womens_tops,14,XL,L
P02934,65+,Midwest,womens_tops,22,L,S
P02935,55-64,Northeast,mens_bottoms,13,1X,XL
P02936,25-34,West,womens_bottoms,14,L,L
P02937,45-54,Northeast,womens_tops,3,M,S
P02938,25-34,Southeast,womens_tops,12,XL,XL
P02939,35-44,Southeast,womens_bottoms,20,1X,XL
P02940,45-54,West,womens_dresses,6,3X+,3X+
P02941,45-54,Southeast,womens_bottoms,8,S,XS
P02942,25-34,Midwest,mens_bottoms,16,L,S
P02943,35-44,Southeast,mens_tops,12,M,M
P02944,55-64,Northeast,womens_bottoms,10,S,XS
P02945,55-64,West,mens_tops,9,L,L
P02946,25-34,Southeast,womens_tops,18,2X,1X
P02947,55-64,Northeast,womens_dresses,23,XL,M
P02948,25-34,Southeast,womens_bottoms,19,L,S
P02949,35-44,Southeast,womens_bottoms,5,L,L
P02950,25-34,Midwest,womens_dresses,14,M,S
P02951,45-54,Northeast,womens_dresses,24,2X,L
P02952,55-64,Southwest,womens_tops,13,2X,XL
P02953,55-64,Southeast,mens_bottoms,16,2X,2X
P02954,35-44,Northeast,womens_bottoms,12,3X+,1X
P02955,55-64,Southwest,womens_dresses,19,XL,XL
P02956,25-34,Southeast,womens_bottoms,21,2X,L
P02957,45-54,West,womens_tops,19,XL,M
P02958,35-44,Northeast,womens_dresses,21,XL,L
P02959,55-64,Southeast,mens_tops,22,L,XS
P02960,45-54,West,womens_bottoms,17,3X+,2X
P02961,35-44,Southwest,mens_tops,20,XL,S
P02962,45-54,Southwest,mens_bottoms,20,2X,XL
P02963,35-44,Southwest,mens_bottoms,3,L,L
P02964,55-64,West,mens_tops,3,M,XS
P02965,55-64,West,mens_tops,24,L,M
P02966,45-54,Southeast,womens_tops,5,L,M
P02967,25-34,Southeast,mens_bottoms,20,L,S
P02968,45-54,Southeast,womens_dresses,8,S,XS
P02969,25-34,Northeast,womens_dresses,4,2X,1X
P02970,45-54,West,womens_dresses,10,XL,XL
P02971,45-54,Midwest,mens_bottoms,15,L,M
P02972,25-34,Southwest,mens_bottoms,3,L,L
P02973,55-64,Southeast,mens_tops,12,XL,XL
P02974,45-54,West,mens_bottoms,16,L,S
P02975,55-64,Southeast,womens_tops,21,L,S
P02976,45-54,Midwest,mens_tops,3,S,XS
P02977,35-44,Southeast,mens_bottoms,16,L,L
P02978,35-44,Southwest,womens_dresses,19,1X,XL
P02979,45-54,Southwest,womens_tops,11,XL,M
P02980,35-44,Southwest,womens_dresses,18,2X,XL
P02981,35-44,Southeast,womens_bottoms,4,3X+,3X+
P02982,65+,Southeast,womens_bottoms,11,M,XS
P02983,55-64,Southeast,womens_bottoms,9,1X,1X
P02984,25-34,Southeast,mens_bottoms,17,XS,XS
P02985,35-44,Northeast,mens_tops,21,L,M
P02986,55-64,Northeast,womens_tops,7,L,M
P02987,45-54,West,mens_bottoms,10,2X,XL
P02988,25-34,Southeast,womens_bottoms,4,1X,1X
P02989,25-34,Southeast,mens_bottoms,15,XL,S
P02990,65+,Southwest,mens_bottoms,20,M,S
P02991,55-64,West,mens_tops,17,M,S
P02992,45-54,Northeast,womens_bottoms,13,XL,M
P02993,45-54,Midwest,womens_bottoms,8,3X+,1X
P02994,45-54,West,womens_tops,10,XL,L
P02995,65+,Midwest,womens_bottoms,4,2X,1X
P02996,45-54,Northeast,womens_tops,8,1X,XL
P02997,35-44,West,mens_tops,4,L,L
P02998,55-64,Northeast,womens_bottoms,23,L,L
P02999,65+,West,womens_tops,11,L,S
P03000,55-64,West,mens_tops,4,XL,L
P03001,25-34,Southeast,mens_tops,13,2X,1X
P03002,55-64,West,mens_bottoms,3,L,L
P03003,45-54,Southeast,womens_bottoms,5,L,L
P03004,45-54,Southwest,womens_bottoms,20,XL,M
P03005,65+,West,womens_bottoms,7,XL,XL
P03006,25-34,Southeast,womens_tops,23,S,XS
P03007,45-54,Southeast,womens_tops,5,1X,XL
P03008,35-44,Southeast,mens_tops,9,1X,L
P03009,55-64,Southwest,womens_dresses,18,M,XS
P03010,65+,Southeast,mens_tops,14,L,L
P03011,45-54,Southwest,mens_bottoms,5,XL,XL
P03012,55-64,Midwest,mens_tops,4,1X,XL
P03013,35-44,Southwest,womens_tops,23,L,S
P03014,25-34,Midwest,mens_bottoms,9,L,L
P03015,55-64,West,mens_bottoms,9,XL,L
P03016,55-64,Southwest,mens_bottoms,3,XL,L
P03017,65+,Southeast,womens_tops,13,2X,XL
P03018,35-44,Midwest,mens_bottoms,19,1X,L
P03019,45-54,Northeast,mens_tops,9,3X+,2X
P03020,25-34,West,womens_bottoms,20,S,S
P03021,35-44,Midwest,womens_bottoms,9,L,L
P03022,25-34,Southwest,womens_bottoms,4,M,S
P03023,65+,West,mens_bottoms,16,XL,XL
P03024,35-44,Southeast,womens_tops,5,1X,1X
P03025,25-34,Southwest,mens_tops,15,M,S
P03026,65+,West,womens_tops,24,3X+,1X
P03027,55-64,West,womens_dresses,7,3X+,2X
P03028,35-44,Southwest,mens_tops,8,M,S
P03029,55-64,Northeast,mens_tops,22,3X+,1X
P03030,35-44,Midwest,mens_bottoms,6,L,M
P03031,25-34,Southwest,mens_bottoms,12,1X,1X
P03032,65+,Northeast,womens_tops,10,M,M
P03033,45-54,Midwest,womens_dresses,8,2X,2X
P03034,45-54,Northeast,womens_dresses,16,XL,M
P03035,35-44,Southwest,womens_dresses,6,L,L
P03036,25-34,Southwest,mens_bottoms,18,XL,M
P03037,25-34,Midwest,womens_bottoms,22,2X,1X
P03038,45-54,Midwest,womens_tops,8,1X,XL
P03039,25-34,Southeast,mens_tops,20,L,M
P03040,25-34,Southeast,womens_tops,21,M,XS
P03041,65+,Southwest,mens_bottoms,22,2X,2X
P03042,45-54,Southwest,womens_bottoms,4,2X,1X
P03043,35-44,Southeast,mens_tops,4,2X,1X
P03044,45-54,Southwest,womens_tops,6,M,S
P03045,35-44,Southeast,mens_bottoms,21,S,XS
P03046,65+,West,womens_tops,9,XL,L
P03047,65+,West,womens_bottoms,9,L,M
P03048,25-34,Northeast,mens_tops,6,3X+,2X
P03049,65+,Southwest,mens_bottoms,11,S,XS
P03050,35-44,Southwest,womens_bottoms,3,S,XS
P03051,25-34,Northeast,womens_bottoms,16,M,XS
P03052,35-44,Northeast,womens_tops,10,1X,1X
P03053,55-64,Southeast,mens_tops,24,2X,XL
P03054,25-34,Northeast,mens_bottoms,11,1X,XL
P03055,35-44,West,mens_tops,13,XL,L
P03056,55-64,Southeast,womens_dresses,7,M,S
P03057,35-44,Northeast,mens_tops,5,1X,XL
P03058,45-54,Southeast,womens_bottoms,5,L,S
P03059,35-44,Southwest,womens_tops,7,S,XS
P03060,45-54,Northeast,womens_bottoms,21,3X+,L
P03061,35-44,Southeast,mens_bottoms,14,M,M
P03062,25-34,Midwest,mens_tops,18,1X,L
P03063,25-34,Midwest,womens_bottoms,23,1X,M
P03064,35-44,Southeast,mens_tops,10,L,M
P03065,35-44,Midwest,mens_bottoms,16,XL,XL
P03066,55-64,Southwest,womens_dresses,10,3X+,2X
P03067,35-44,West,womens_tops,9,S,S
P03068,55-64,West,mens_tops,3,L,L
P03069,35-44,West,mens_bottoms,19,2X,L
P03070,25-34,Southwest,womens_dresses,16,2X,XL
P03071,55-64,West,mens_tops,14,XL,XL
P03072,65+,Northeast,womens_bottoms,13,XS,XS
P03073,55-64,West,mens_bottoms,12,L,M
P03074,25-34,Southeast,mens_bottoms,20,XL,L
P03075,45-54,West,womens_dresses,17,2X,2X
P03076,45-54,Midwest,womens_dresses,22,2X,XL
P03077,55-64,West,mens_tops,3,M,M
P03078,65+,Midwest,womens_bottoms,3,1X,L
P03079,35-44,Northeast,womens_dresses,24,1X,L
P03080,55-64,Midwest,womens_bottoms,15,3X+,XL
P03081,35-44,Southeast,womens_bottoms,5,M,S
P03082,65+,Midwest,womens_dresses,11,1X,1X
P03083,65+,Southwest,mens_bottoms,10,S,S
P03084,55-64,Southeast,womens_dresses,3,1X,XL
P03085,55-64,Southeast,womens_dresses,15,2X,XL
P03086,55-64,Midwest,womens_dresses,19,2X,1X
P03087,55-64,Southeast,womens_bottoms,15,2X,1X
P03088,35-44,Midwest,womens_dresses,20,M,S
P03089,45-54,Midwest,mens_tops,23,2X,XL
P03090,65+,Northeast,womens_tops,4,XL,XL
P03091,65+,Northeast,womens_bottoms,13,1X,M
P03092,45-54,West,mens_tops,22,L,M
P03093,65+,West,womens_bottoms,15,2X,1X
P03094,65+,West,womens_dresses,6,2X,1X
P03095,25-34,Northeast,mens_bottoms,20,XL,L
P03096,65+,Southeast,mens_bottoms,16,M,XS
P03097,45-54,West,mens_tops,12,XS,XS
P03098,35-44,West,womens_tops,19,2X,2X
P03099,65+,Southeast,mens_tops,15,1X,XL
P03100,25-34,West,womens_bottoms,9,XL,XL
P03101,45-54,Southeast,mens_bottoms,8,XL,M
P03102,45-54,West,mens_tops,6,XL,L
P03103,65+,Southwest,womens_dresses,24,1X,L
P03104,45-54,Southeast,womens_dresses,16,L,M
P03105,45-54,West,mens_tops,23,1X,XL
P03106,65+,Southwest,womens_dresses,16,M,XS
P03107,65+,Northeast,mens_tops,22,2X,2X
P03108,55-64,West,mens_tops,14,1X,L
P03109,55-64,Northeast,womens_bottoms,16,2X,1X
P03110,35-44,West,mens_tops,15,L,S
P03111,55-64,Midwest,womens_bottoms,8,XL,XL
P03112,65+,Northeast,womens_bottoms,22,XL,XL
P03113,55-64,Southeast,womens_bottoms,13,L,M
P03114,35-44,Southeast,womens_bottoms,17,L,M
P03115,55-64,Southwest,womens_dresses,3,XL,M
P03116,25-34,West,womens_dresses,17,M,M
P03117,65+,Northeast,womens_bottoms,9,S,XS
P03118,45-54,West,mens_bottoms,8,M,XS
P03119,35-44,Midwest,womens_dresses,19,M,M
P03120,35-44,Northeast,womens_dresses,20,XL,M
P03121,45-54,Southwest,womens_dresses,20,XL,S
P03122,65+,Midwest,womens_tops,8,XS,XS
P03123,45-54,Northeast,womens_dresses,9,XL,L
P03124,55-64,Southwest,mens_tops,18,XL,M
P03125,45-54,West,womens_dresses,11,L,M
P03126,55-64,West,womens_bottoms,23,L,XS
P03127,25-34,West,mens_bottoms,8,XL,L
P03128,65+,Midwest,womens_bottoms,7,1X,XL
P03129,65+,Northeast,mens_tops,21,L,M
P03130,55-64,Southeast,mens_bottoms,19,M,XS
P03131,45-54,Midwest,mens_bottoms,4,3X+,2X
P03132,65+,Midwest,womens_tops,13,L,XS
P03133,45-54,Midwest,womens_tops,6,XL,L
P03134,45-54,West,womens_bottoms,11,L,L
P03135,25-34,West,womens_tops,16,1X,L
P03136,35-44,West,womens_dresses,5,1X,1X
P03137,65+,Southwest,mens_tops,20,2X,2X
P03138,45-54,West,womens_dresses,21,1X,L
P03139,35-44,Northeast,womens_tops,21,2X,XL
P03140,65+,Midwest,womens_tops,12,1X,L
P03141,65+,Southeast,womens_tops,16,L,M
P03142,25-34,Northeast,womens_bottoms,18,2X,1X
P03143,65+,Northeast,womens_tops,18,1X,L
P03144,65+,West,mens_bottoms,7,XL,L
